Title|Authors
In vivo large-scale cortical mapping using channelrhodopsin-2 stimulation in transgenic mice reveals asymmetric and reciprocal relationships between cortical areas|['Tim H. Murphy', 'Jeffrey LeDue']
Postsynaptic TrkC and presynaptic PTPσ function as a bidirectional excitatory synaptic organizing complex|['Tim H. Murphy', 'Yu Tian Wang']
Longitudinal in vivo imaging reveals balanced and branch-specific remodeling of mature cortical pyramidal dendritic arbors after stroke|['Tim H. Murphy', 'Craig E. Brown']
Early Increase in Extrasynaptic NMDA Receptor Signaling and Expression Contributes to Phenotype Onset in Huntington's Disease Mice (DOI:10.1016/j.neuron.2010.01.008)|['Tim H. Murphy', 'Lynn Raymond']
Early Increase in Extrasynaptic NMDA Receptor Signaling and Expression Contributes to Phenotype Onset in Huntington's Disease Mice|['Tim H. Murphy', 'Lynn Raymond']
In vivo voltage-sensitive dye imaging in adult mice reveals that somatosensory maps lost to stroke are replaced over weeks by new structural and functional circuits with prolonged modes of activation within both the peri-infarct zone and distant sites|['Tim H. Murphy', 'Craig E. Brown']
Livin' on the edge: Imaging dendritic spine turnover in the peri-infarct zone during ischemic stroke and recovery|['Tim H. Murphy', 'Craig E. Brown']
Rapid morphologic plasticity of peri-infarct dendritic spines after focal ischemic stroke|['Tim H. Murphy', 'Craig E. Brown']
Differential regulation of cell proliferation in neurogenic zones in mice lacking cystine transport by xCT|['Tim H. Murphy', 'Craig E. Brown']
Extensive turnover of dendritic spines and vascular remodeling in cortical tissues recovering from stroke|['Tim H. Murphy', 'Craig E. Brown']
Dopamine activates Nrf2-regulated neuroprotective pathways in astrocytes and meningeal cells|['Tim H. Murphy', 'Andy Shih']
Nrf2 gene deletion fails to alter psychostimulant-induced behavior or neurotoxicity|['Tim H. Murphy', 'Andy Shih']
Cystine/glutamate exchange modulates glutathione supply for neuroprotection from oxidative stress and cell proliferation|['Tim H. Murphy', 'Andy Shih']
Two-photon imaging of glutathione levels in intact brain indicates enhanced redox buffering in developing neurons and cells at the cerebrospinal fluid and blood-brain interface|['Tim H. Murphy', 'Andy Shih']
A small-molecule-inducible Nrf2-mediated antioxidant response provides effective prophylaxis against cerebral ischemia in vivo|['Tim H. Murphy', 'Andy Shih']
Induction of the Nrf2-driven antioxidant response confers neuroprotection during mitochondrial stress in vivo|['Tim H. Murphy', 'Andy Shih']
Enhanced striatal NR2B-containing N-methyl-D-aspartate receptor-mediated synaptic currents in a mouse model of Huntington disease|['Tim H. Murphy', 'Lynn Raymond']
Competition between Phasic and Asynchronous Release for Recovered Synaptic Vesicles at Developing Hippocampal Autaptic Synapses|['Tim H. Murphy', 'Lynn Raymond']
Site within N-Methyl-D-aspartate Receptor Pore Modulates Channel Gating|['Tim H. Murphy', 'Lynn Raymond']
Developmental Decrease in NMDA Receptor Desensitization Associated with Shift to Synapse and Interaction with Postsynaptic Density-95|['Tim H. Murphy', 'Lynn Raymond']
NF-E2-related factor-2 mediates neuroprotection against mitochondrial complex I inhibitors and increased concentrations of intracellular calcium in primary cortical neurons|['Tim H. Murphy', 'Andy Shih']
Coordinate regulation of glutathione biosynthesis and release by Nrf2-expressing glia potently protects neurons from oxidative stress|['Tim H. Murphy', 'Andy Shih']
Role of NR2B-type NMDA receptors in selective neurodegeneration in Huntington disease|['Tim H. Murphy', 'Lynn Raymond']
Differential regulation of synaptic and extrasynaptic NMDA receptors|['Tim H. Murphy', 'Lynn Raymond']
A calcium-dependent feedback mechanism participates in shaping single NMDA miniature EPSCs|['Tim H. Murphy', 'Lynn Raymond']
Changes in agonist concentration dependence that are a function of duration of exposure suggest N-methyl-D-aspartate receptor nonsaturation during synaptic stimulation|['Tim H. Murphy', 'Lynn Raymond']
xCT cystine transporter expression in HEK293 cells: Pharmacology and localization|['Tim H. Murphy', 'Andy Shih']
Competitive inhibition of NMDA receptor-mediated currents by extracellular calcium chelators|['Tim H. Murphy', 'Lynn Raymond']
P/Q-type calcium channels mediate the activity-dependent feedback of syntaxin-1A|['Tim H. Murphy', 'Terry Snutch']
Modelling Microglial Innate Immune Memory In Vitro: Understanding the Role of Aerobic Glycolysis in Innate Immune Memory|['Annie Ciernia', 'Brian MacVicar']
Chronic pregabalin treatment protects against spreading depolarization and alters hippocampal synaptic characteristics in a model of familial hemiplegic migraine-type 1|['Brian MacVicar', 'Terry Snutch']
Pannexin-1 opening in neuronal edema causes cell death but also leads to protection via increased microglia contacts|['Brian MacVicar', 'Terry Snutch', 'Jeffrey LeDue']
KCC2 drives chloride microdomain formation in dendritic blebbing|['Brian MacVicar', 'Jeffrey LeDue']
The Oral and Fecal Microbiota in a Canadian Cohort of Alzheimer's Disease|['Brian MacVicar', 'Silke Cresswell']
Hyperexcitable superior colliculus and fatal brainstem spreading depolarization in a model of Sudden Unexpected Death in Epilepsy|['Brian MacVicar', 'Terry Snutch']
PANX1 in inflammation heats up: New mechanistic insights with implications for injury and infection|['Brian MacVicar', 'Leigh Anne Swayne']
Green fluorescent protein emission obscures metabolic fluorescent lifetime imaging of NAD(P)H|['Brian MacVicar', 'Jeffrey LeDue']
3dmorph automatic analysis of microglial morphology in three dimensions from ex vivo and in vivo imaging|['Brian MacVicar', 'Jeffrey LeDue']
Ca<inf>V</inf>3.2 drives sustained burst-firing, which is critical for absence seizure propagation in reticular thalamic neurons|['Brian MacVicar', 'Terry Snutch', 'Jeffrey LeDue']
A critical role for astrocytes in hypercapnic vasodilation in brain|['Brian MacVicar', 'Jeffrey LeDue']
In vivo imaging reveals that pregabalin inhibits cortical spreading depression and propagation to subcortical brain structures|['Brian MacVicar', 'Terry Snutch', 'Jeffrey LeDue']
Ca<sup>2+</sup> transients in astrocyte fine processes occur via Ca<sup>2+</sup> influx in the adult mouse hippocampus|['Brian MacVicar', 'Jeffrey LeDue']
The cellular mechanisms of neuronal swelling underlying cytotoxic edema|['Brian MacVicar', 'Terry Snutch']
Activation of neuronal NMDA receptors triggers transient ATP-mediated microglial process outgrowth|['Brian MacVicar', 'Jeffrey LeDue']
Cognitive flexibility and long-term depression (LTD) are impaired following β-catenin stabilization in vivo|['Brian MacVicar', 'Shernaz Bamji', 'Yu Tian Wang']
Progranulin promotes activation of microglia/macrophage after pilocarpine-induced status epilepticus|['Brian MacVicar', 'Yu Tian Wang']
Prevention of LPS-Induced Microglia Activation, Cytokine Production and Sickness Behavior with TLR4 Receptor Interfering Peptides|['Brian MacVicar', 'Anthony Phillips']
Contribution of calcium-dependent facilitation to synaptic plasticity revealed by migraine mutations in the P/Q-type calcium channel|['Brian MacVicar', 'Terry Snutch']
Psychotic symptoms in frontotemporal dementia with TDP-43 tend to be associated with type B pathology|['Fidel Vila-Rodriguez', 'Ian Mackenzie']
Effects of intermittent theta-burst transcranial magnetic stimulation on cognition and hippocampal volumes in bipolar depression|['Fidel Vila-Rodriguez', 'Sophia Frangou']
Intermittent theta burst transcranial magnetic stimulation induces hippocampal mossy fibre plasticity in male but not female mice|['Fidel Vila-Rodriguez', 'Jason Snyder']
Predictive Value of Acute Neuroplastic Response to rTMS in Treatment Outcome in Depression: A Concurrent TMS-fMRI Trial|['Fidel Vila-Rodriguez', 'Sophia Frangou']
Individualized functional targeting for rTMS: A powerful idea whose time has come?|['Fidel Vila-Rodriguez', 'Sophia Frangou']
Electroconvulsive shock, but not transcranial magnetic stimulation, transiently elevates cell proliferation in the adult mouse hippocampus|['Fidel Vila-Rodriguez', 'Jason Snyder']
Sex effects on cortical morphological networks in healthy young adults|['Fidel Vila-Rodriguez', 'Sophia Frangou']
Psychiatric, motor, and autonomic effects of bifrontal ect in depressed parkinson’s disease patients|['Fidel Vila-Rodriguez', 'Silke Cresswell']
SS-Detect: Development and Validation of a New Strategy for Source-Based Morphometry in Multiscanner Studies|['Fidel Vila-Rodriguez', 'Sophia Frangou']
Parcellation of the human hippocampus based on gray matter volume covariance: Replicable results on healthy young adults|['Fidel Vila-Rodriguez', 'Z. Jane Wang']
CellPalmSeq: A curated RNAseq database of palmitoylating and de-palmitoylating enzyme expression in human cell types and laboratory cell lines|['Shernaz Bamji', 'Kurt Haas']
Exploring the expression patterns of palmitoylating and de-palmitoylating enzymes in the mouse brain using the curated RNA-seq database BrainPalmSeq|['Shernaz Bamji', 'Kurt Haas']
Distinct but overlapping roles of LRRTM1 and LRRTM2 in developing and mature hippocampal circuits|['Shernaz Bamji', 'Yu Tian Wang']
Regulation of hippocampal excitatory synapses by the Zdhhc5 palmitoyl acyltransferase|['Shernaz Bamji', 'Lynn Raymond']
Multi-model functionalization of disease-associated PTEN missense mutations identifies multiple molecular mechanisms underlying protein dysfunction|['Shernaz Bamji', 'Paul Pavlidis', 'Kurt Haas', 'Catharine Rankin']
The X-Linked Intellectual Disability Gene Zdhhc9 Is Essential for Dendrite Outgrowth and Inhibitory Synapse Formation|['Shernaz Bamji', 'Terry Snutch']
Cadherins mediate cocaine-induced synaptic plasticity and behavioral conditioning|['Shernaz Bamji', 'Anthony Phillips']
Progranulin deficiency decreases gross neural connectivity but enhances transmission at individual synapses|['Shernaz Bamji', 'Ian Mackenzie', 'Lynn Raymond']
Reshaping the path of mild cognitive impairment by refining exercise prescription: a study protocol of a randomized controlled trial to understand the “what,” “for whom,” and “how” of exercise to promote cognitive function|['Lara Boyd', 'Liisa Galea']
Exercise increases caudate dopamine release and ventral striatal activation in Parkinson's disease|['Lara Boyd', 'Martin McKeown', 'A Jon Stoessl', 'Silke Cresswell', 'Vesna Sossi']
White matter biomarkers associated with motor change in individuals with stroke: A continuous theta burst stimulation study|['Lara Boyd', 'Todd Woodward']
Compensatory motor network connectivity is associated with motor sequence learning after subcortical stroke|['Lara Boyd', 'Todd Woodward']
Greater Activation of Secondary Motor Areas Is Related to Less Arm Use After Stroke|['Lara Boyd', 'Martin McKeown']
Open science in play and in tension with patent protections|['Paul Pavlidis', 'Jeffrey LeDue']
Multi-parametric analysis of 57 SYNGAP1 variants reveal impacts on GTPase signaling, localization, and protein stability|['Paul Pavlidis', 'Kurt Haas']
The Canadian Rare Diseases Models and Mechanisms (RDMM) Network: Connecting Understudied Genes to Model Organisms|['Paul Pavlidis', 'Catharine Rankin']
Systematic phenomics analysis of autism-associated genes reveals parallel networks underlying reversible impairments in habituation|['Paul Pavlidis', 'Kurt Haas', 'Catharine Rankin']
Occlusion-robust FAU recognition by mining latent space of masked autoencoders|['Martin McKeown', 'Z. Jane Wang']
Clinically Informed Automated Assessment of Finger Tapping Videos in Parkinson’s Disease|['Martin McKeown', 'Z. Jane Wang']
Automatic labeling of Parkinson's Disease gait videos with weak supervision|['Martin McKeown', 'Z. Jane Wang']
PA-Tran: Learning to Estimate 3D Hand Pose with Partial Annotation|['Martin McKeown', 'Z. Jane Wang']
Contrastive-enhanced Domain Generalization with Federated Learning|['Martin McKeown', 'Z. Jane Wang']
Atlas-guided parcellation: Individualized functionally-homogenous parcellation in cerebral cortex|['Martin McKeown', 'Z. Jane Wang']
Toward Open-World Electroencephalogram Decoding Via Deep Learning: A comprehensive survey|['Martin McKeown', 'Z. Jane Wang']
Spatiotemporal patterns of putaminal dopamine processing in Parkinson's disease: A multi-tracer positron emission tomography study|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
Galvanic Vestibular Stimulation: Data Analysis and Applications in Neurorehabilitation|['Martin McKeown', 'Z. Jane Wang']
Serotonergic System Impacts Levodopa Response in Early Parkinson's and Future Risk of Dyskinesia|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
Galvanic Vestibular Stimulation Improves Subnetwork Interactions in Parkinson's Disease|['Martin McKeown', 'Z. Jane Wang']
Structural Network Analysis Using Diffusion MRI Tractography in Parkinson's Disease and Correlations With Motor Impairment|['Martin McKeown', 'Silke Cresswell']
Novel Regional Activity Representation with Constrained Canonical Correlation Analysis for Brain Connectivity Network Estimation|['Martin McKeown', 'Z. Jane Wang']
Both Stationary and Dynamic Functional Interhemispheric Connectivity Are Strongly Associated With Performance on Cognitive Tests in Multiple Sclerosis|['Martin McKeown', 'Z. Jane Wang']
Parkinson’s Disease Detection from fMRI-Derived Brainstem Regional Functional Connectivity Networks|['Martin McKeown', 'Z. Jane Wang']
Novel data-driven, equation-free method captures spatio-temporal patterns of neurodegeneration in Parkinson's disease: Application of dynamic mode decomposition to PET|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
Dopamine replacement remediates risk aversion in Parkinson's disease in a value-independent manner|['Martin McKeown', 'A Jon Stoessl', 'Silke Cresswell']
Removal of Muscle Artifacts from the EEG: A Review and Recommendations|['Martin McKeown', 'Z. Jane Wang']
Dynamic Graph Theoretical Analysis of Functional Connectivity in Parkinson's Disease: The Importance of Fiedler Value|['Martin McKeown', 'Z. Jane Wang']
Parcellation of functional sub-regions from fMRI: A graph clustering based approach|['Martin McKeown', 'Z. Jane Wang']
Abnormal phase coupling in Parkinson’s disease and normalization effects of subthreshold vestibular stimulation|['Martin McKeown', 'Z. Jane Wang']
Altered EEG alpha and theta oscillations characterize apathy in Parkinson's disease during incentivized movement|['Martin McKeown', 'Silke Cresswell']
Joint pattern analysis applied to PET DAT and VMAT2 imaging reveals new insights into Parkinson's disease induced presynaptic alterations|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
Removal of High-Voltage Brain Stimulation Artifacts from Simultaneous EEG Recordings|['Martin McKeown', 'Z. Jane Wang']
Habitual exercisers versus sedentary subjects with Parkinson's Disease: Multimodal PET and fMRI study|['Martin McKeown', 'A Jon Stoessl', 'Silke Cresswell', 'Vesna Sossi']
The effect of LRRK2 mutations on the cholinergic system in manifest and premanifest stages of Parkinson's disease: a cross-sectional PET study|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
Galvanic Vestibular Stimulation (GVS) Augments Deficient Pedunculopontine Nucleus (PPN) Connectivity in Mild Parkinson's Disease: fMRI Effects of Different Stimuli|['Martin McKeown', 'Z. Jane Wang']
The Use of Multivariate EMD and CCA for Denoising Muscle Artifacts from Few-Channel EEG Recordings|['Martin McKeown', 'Z. Jane Wang']
Decreased subregional specificity of the putamen in Parkinson's Disease revealed by dynamic connectivity-derived parcellation|['Martin McKeown', 'Z. Jane Wang']
Investigation of serotonergic Parkinson's disease-related covariance pattern using [<sup>11</sup>C]-DASB/PET|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
3D CNN Based Automatic Diagnosis of Attention Deficit Hyperactivity Disorder Using Functional and Structural MRI|['Martin McKeown', 'Z. Jane Wang']
Gender differences in Parkinson's disease depression|['Martin McKeown', 'A Jon Stoessl', 'Silke Cresswell']
Joint time invariant and time dependent brain connectivity network estimation|['Martin McKeown', 'Z. Jane Wang']
False discovery rate controller for functional brain parcellation|['Martin McKeown', 'Z. Jane Wang']
Feature selection to simplify BDI for efficient depression identification|['Martin McKeown', 'Z. Jane Wang', 'Silke Cresswell']
A Combined Static and Dynamic Model for Resting-State Brain Connectivity Networks|['Martin McKeown', 'Z. Jane Wang']
DCTN1 p.K56R in progressive supranuclear palsy|['Martin McKeown', 'A Jon Stoessl', 'Silke Cresswell']
Joint Blind Source Separation for Neurophysiological Data Analysis: Multiset and multimodal methods|['Martin McKeown', 'Z. Jane Wang']
Connectivity-based parcellation of functional SubROIs in putamen using a sparse spatially regularized regression model|['Martin McKeown', 'Z. Jane Wang']
Removing Muscle Artifacts from EEG Data: Multichannel or Single-Channel Techniques?|['Martin McKeown', 'Z. Jane Wang']
Movement disorders|['Martin McKeown', 'A Jon Stoessl']
Connectivity-based parcellation of putamen using resting state fMRI data|['Martin McKeown', 'Z. Jane Wang']
DNAJC13 genetic variants in parkinsonism|['Martin McKeown', 'A Jon Stoessl', 'Silke Cresswell']
A sticky weighted regression model for time-varying resting-state brain connectivity estimation|['Martin McKeown', 'Z. Jane Wang']
Brain connectivity assessed with functional MRI|['Martin McKeown', 'Z. Jane Wang']
Morphological alterations in the caudate, putamen, pallidum, and thalamus in Parkinson's disease|['Martin McKeown', 'Silke Cresswell']
A heart beat rate detection framework using multiple nanofiber sensor signals|['Martin McKeown', 'Peyman Servati']
A genetically informed, group fMRI connectivity modeling approach: Application to schizophrenia|['Martin McKeown', 'Z. Jane Wang', 'Silke Cresswell']
Time varying brain connectivity modeling using FMRI signals|['Martin McKeown', 'Z. Jane Wang']
A three-step multimodal analysis framework for modeling corticomuscular activity with application to parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
An EEMD-IVA framework for concurrent multidimensional EEG and unidimensional kinematic data analysis|['Martin McKeown', 'Z. Jane Wang']
Decisions under risk in Parkinson's disease: Preserved evaluation of probability and magnitude|['Martin McKeown', 'A Jon Stoessl', 'Silke Cresswell']
Parkinson's disease rigidity: Relation to brain connectivity and motor performance|['Martin McKeown', 'Z. Jane Wang']
Guest editorial for special section on multimodal biomedical imaging: Algorithms and applications|['Martin McKeown', 'Z. Jane Wang']
Noisy Galvanic Vestibular Stimulation Modulates the Amplitude of EEG Synchrony Patterns|['Martin McKeown', 'Z. Jane Wang']
An IC-PLS framework for group corticomuscular coupling analysis|['Martin McKeown', 'Z. Jane Wang']
Novel spatial analysis method for PET images using 3D moment invariants: Applications to Parkinson's disease|['Martin McKeown', 'A Jon Stoessl', 'Silke Cresswell', 'Vesna Sossi']
A tridirectional method for corticomuscular coupling analysis in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
A multiblock PLS model of cortico-cortical and corticomuscular interactions in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
Large covariance matrix estimation: Bridging shrinkage and tapering approaches|['Martin McKeown', 'Z. Jane Wang']
Shrinkage-to-tapering estimation of large covariance matrices|['Martin McKeown', 'Z. Jane Wang']
An FDR-controlled, exploratory group modeling for assessing brain connectivity|['Martin McKeown', 'Z. Jane Wang']
A computationally efficient, exploratory approach to brain connectivity incorporating false discovery rate control, a priori knowledge, and group inference|['Martin McKeown', 'Z. Jane Wang']
A generalized multivariate autoregressive (GmAR)-based approach for EEG source connectivity analysis|['Martin McKeown', 'Z. Jane Wang']
Advances in imaging in Parkinson's disease|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
A Bayesian Lasso via reversible-jump MCMC|['Martin McKeown', 'Z. Jane Wang']
Altered directional connectivity in Parkinson's disease during performance of a visually guided task|['Martin McKeown', 'Z. Jane Wang']
SU‐E‐I‐178: Spatial Analysis of PET Images Using 3D Moment Invariants (3DMI)|['Martin McKeown', 'Vesna Sossi']
Multiblock PLS model for group corticomuscular activity analysis in Parkinson disease|['Martin McKeown', 'Z. Jane Wang']
FMRI group studies of brain connectivity via a group robust LASSO|['Martin McKeown', 'Z. Jane Wang']
Asymptotic analysis of robust LASSOs in the presence of noise with large variance|['Martin McKeown', 'Z. Jane Wang']
Imaging of compensatory mechanisms in Parkinson's disease|['Martin McKeown', 'Silke Cresswell']
θ, β But not α-band EEG connectivity has implications for dual task performance in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
Joint amplitude and connectivity compensatory mechanisms in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
Asymptotic analysis of the Huberized LASSO estimator|['Martin McKeown', 'Z. Jane Wang']
Incorporating error-rate-controlled prior in modelling brain functional connectivity|['Martin McKeown', 'Z. Jane Wang']
A novel segmentation, mutual information network framework for EEG analysis of motor tasks|['Martin McKeown', 'Z. Jane Wang']
Partial directed coherence-based information flow in Parkinson's disease patients performing a visually-guided motor task|['Martin McKeown', 'Z. Jane Wang']
EEG source extraction by autoregressive source separation reveals abnormal synchronization in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
Sparse multivariate autoregressive (MAR)-based partial directed coherence (PDC) for electroencephalogram (EEG) analysis|['Martin McKeown', 'Z. Jane Wang']
A windowed eigenspectrum method for multivariate sEMG classification during reaching movements|['Martin McKeown', 'Z. Jane Wang']
Introduction to the issue on fMRI analysis for human brain mapping|['Martin McKeown', 'Z. Jane Wang']
Probabilistic Boolean network analysis of brain connectivity in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
Controlling the false discovery rate in modeling brain functional connectivity|['Martin McKeown', 'Z. Jane Wang']
Probabilistic Boolean Network for inferring brain connectivity using fMRI data|['Martin McKeown', 'Z. Jane Wang']
Mutual information based relevance network analysis: A Parkinson's disease study|['Martin McKeown', 'Z. Jane Wang']
A hidden Markov, multivariate autoregressive (HMM-mAR) network framework for analysis of surface EMG (sEMG) data|['Martin McKeown', 'Z. Jane Wang']
Dynamic Bayesian network modeling of fMRI: A comparison of group-analysis methods|['Martin McKeown', 'Z. Jane Wang']
Learning brain connectivity with the false-discovery-rate-controlled PC-algorithm|['Martin McKeown', 'Z. Jane Wang']
Study of stroke condition and hand dominance using a hidden Markov, multivariate autoregressive (HMM-mAR) network framework|['Martin McKeown', 'Z. Jane Wang']
Invited Article: Functional imaging in Parkinson disease|['Martin McKeown', 'A Jon Stoessl']
"Bayesian network modeling for discovering ""dependent synergies"" among muscles in reaching movements"|['Martin McKeown', 'Z. Jane Wang']
Hidden Markov multivariate autoregressive (HMM-mAR) modeling framework for surface electromyography (sEMG) data|['Martin McKeown', 'Z. Jane Wang']
Spectral clustering of fMRI data within regions of interest: clarification of L-dopa effects in parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
A framework for group analysis of fMRI data using dynamic Bayesian networks|['Martin McKeown', 'Z. Jane Wang']
Local Linear Discriminant Analysis (LLDA) for group and region of interest (ROI)-based fMRI analysis|['Martin McKeown', 'Z. Jane Wang']
A multi-subject, dynamic Bayesian networks (DBNS) framework for brain effective connectivity|['Martin McKeown', 'Z. Jane Wang']
Local linear discriminant analysis (LLDA) for inference of multisubject FMRI data|['Martin McKeown', 'Z. Jane Wang']
Relevance network modeling for muscle association pattern in reaching movements|['Martin McKeown', 'Z. Jane Wang']
"Bayesian network modeling for discovering ""directed synergies"" among muscles in reaching movements"|['Martin McKeown', 'Z. Jane Wang']
A time-varying eigenspectrum / SVM method for sEMG classification of reaching movements in healthy and stroke subjects|['Martin McKeown', 'Z. Jane Wang']
Dynamic Bayesian Networks (DBNS) demonstrate impaired brain connectivity during performance of simultaneous movements in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
Increasing the effect size in event-related fMRI studies|['Martin McKeown', 'Z. Jane Wang']
ICA denoising for event-related fMRI studies|['Martin McKeown', 'Z. Jane Wang']
Multimodal Imaging of Substantia Nigra in Parkinson's Disease with Levodopa-Induced Dyskinesia|['A Jon Stoessl', 'Vesna Sossi']
Cortical morphology predicts placebo response in multiple sclerosis|['A Jon Stoessl', 'Vesna Sossi']
Randomized trial of intermittent intraputamenal glial cell line-derived neurotrophic factor in Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Extended Treatment with Glial Cell Line-Derived Neurotrophic Factor in Parkinson's Disease|['A Jon Stoessl', 'Vesna Sossi']
Win-concurrent sensory cues can promote riskier choice|['A Jon Stoessl', 'Catharine Winstanley']
Data-driven, voxel-based analysis of brain PET images: Application of PCA and LASSO methods to visualize and quantify patterns of neurodegeneration|['A Jon Stoessl', 'Vesna Sossi']
PBB3 binding in a patient with corticobasal syndrome|['A Jon Stoessl', 'Vesna Sossi']
DNAJC12 and dopa-responsive nonprogressive parkinsonism|['A Jon Stoessl', 'Vesna Sossi']
